City,Client name,Country,Customer Segment,Date of Sale,Packaging,Priority,Product Category,Product Sub-Category,Product's name,Region,Row ID,Send date,Shipping Method,State,Zip code,Discount,Margin,Profit,Quantity,Sale Value,Shipping cost,Unit price
AlexÃ¢nia,Ed Ludwig,Brasil,Consumer,5/18/2019,Small Pack,High,Technology,Peripherals,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Centro-Oeste,247,5/20/2012 0:00,Normal Air,GoiÃ¡s,75116,0.01,0.44,902.62,49,2047.58,1.99,40.98
AnÃ¡polis,Kristina Nunn,Brasil,Consumer,10/11/2018,Small Pack,High,Technology,Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Centro-Oeste,1953,10/14/2011 0:00,Normal Air,GoiÃ¡s,48127,0.01,0.54,675.65,46,1905.79,1.99,39.48
AnÃ¡polis,Thomas Brumley,Brasil,Consumer,6/15/2017,Small Pack,High,Technology,Peripherals,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Centro-Oeste,3014,6/18/2010 0:00,Normal Air,GoiÃ¡s,48183,0.02,0.55,87.51,15,670.94,1.99,45.19
Brasilia,Rick Wilson,Brasil,Consumer,6/7/2019,Small Pack,High,Technology,Peripherals,BASF Silver 74 Minute CD-R,Centro-Oeste,5646,6/8/2012 0:00,Normal Air,Mato Grosso do Sul,58501,0.02,0.51,-23.86,16,28.65,1.99,1.7
Brasilia,Carlos Soltero,Brasil,Consumer,6/28/2019,Small Pack,High,Technology,Telephones and Communication,Accessory2,Centro-Oeste,6220,6/30/2012 0:00,Normal Air,Mato Grosso do Sul,47401,0.07,0.55,557.595,38,1799.6115,1.25,55.99
Brasilia,Rick Wilson,Brasil,Consumer,6/7/2019,Small Pack,High,Technology,Telephones and Communication,Accessory39,Centro-Oeste,5647,6/9/2012 0:00,Normal Air,Mato Grosso do Sul,58501,0.09,0.81,-122.617,12,201.535,3.3,20.99
Douradina,Joni Blumstein,Brasil,Consumer,12/12/2016,Wrap Bag,High,Technology,Telephones and Communication,Accessory17,Centro-Oeste,1693,12/12/2009 0:00,Normal Air,Mato Grosso do Sul,73703,0.1,0.82,-208.428,29,842.6135,5,35.99
Natal,Craig Leslie,Brasil,Consumer,2/17/2019,Large Box,High,Technology,Copiadoras e fax,Canon PC940 Copier,Nordeste,5660,2/18/2012 0:00,Normal Air,Rio Grande do Norte,84106,0.06,0.52,6225.36,49,21141.07,24.49,449.99
Feira de Santana,Raymond Book,Brasil,Consumer,7/3/2018,Large Box,High,Technology,Copiadoras e fax,Hewlett Packard LaserJet 3310 Copier,Nordeste,4170,7/4/2011 0:00,Normal Air,Bahia,98011,0.07,0.37,11984.395,46,27720.98,24.49,599.99
Feira de Santana,Adrian Shami,Brasil,Consumer,11/10/2016,Small Box,High,Technology,Office machines,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Nordeste,7933,11/11/2009 0:00,Normal Air,Bahia,98052,0,0.52,-129.5691,7,754.92,19.99,99.99
JoÃ£o Pessoa,Anthony O'Donnell,Brasil,Consumer,9/3/2018,Small Box,High,Technology,Telephones and Communication,Talkabout T8367,Nordeste,3913,9/4/2011 0:00,Normal Air,Paraíba,80027,0.02,0.56,-171.204,8,460.5895,8.99,65.99
Aracaju,Tim Brockman,Brasil,Consumer,10/25/2017,Small Box,High,Technology,Telephones and Communication,Phone 918,Nordeste,7190,10/27/2010 0:00,Normal Air,Sergipe,83301,0.02,0.59,303.228,16,2882.707,5,205.99
Recife,Charles Crestani,Brasil,Consumer,5/3/2018,Small Box,High,Technology,Telephones and Communication,V 3600 Series,Nordeste,5851,5/4/2011 0:00,Normal Air,Pernambuco,95062,0.04,0.58,398.223,41,2303.7125,8.99,65.99
Aracaju,Tim Brockman,Brasil,Consumer,12/15/2017,Small Box,High,Technology,Telephones and Communication,T39m,Nordeste,5941,12/18/2010 0:00,Normal Air,Sergipe,83301,0.05,0.55,1140.669,35,4408.6695,3.9,155.99
JoÃ£o Pessoa,Ken Lonsdale,Brasil,Consumer,12/19/2016,Small Box,High,Technology,Peripherals,Targus USB Numeric Keypad,Nordeste,5378,12/21/2009 0:00,Normal Air,Paraíba,80027,0.09,0.74,-100.49,42,1651.07,6.5,40.98
Recife,Irene Maddox,Brasil,Consumer,9/4/2018,Small Box,High,Technology,Telephones and Communication,6120,Nordeste,7284,9/7/2011 0:00,Normal Air,Pernambuco,92262,0.1,0.58,164.97,33,1756.695,8.8,65.99
Fortaleza,Darren Koutras,Brasil,Consumer,5/19/2018,Small Pack,High,Technology,Telephones and Communication,Accessory29,Nordeste,1039,5/21/2011 0:00,Normal Air,CearÃ¡,89431,0,0.83,22.572,34,650.1395,1.25,20.99
Feira de Santana,Yoseph Carroll,Brasil,Consumer,8/21/2018,Small Pack,High,Technology,Peripherals,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Nordeste,430,8/22/2011 0:00,Normal Air,Bahia,99163,0.07,0.44,12.61,9,356.72,1.99,40.98
JoÃ£o Pessoa,Ken Lonsdale,Brasil,Consumer,9/13/2019,Wrap Bag,High,Technology,Telephones and Communication,Accessory34,Nordeste,6473,9/14/2012 0:00,Normal Air,Paraíba,80027,0,0.55,856.962,31,2447.1075,0.99,85.99
Teresina,Trudy Bell,Brasil,Consumer,6/22/2017,Wrap Bag,High,Technology,Telephones and Communication,Accessory34,Nordeste,3998,6/24/2010 0:00,Normal Air,Piauí,97420,0.09,0.55,-337.656,4,268.7105,0.99,85.99
SÃ£o Paulo,Theresa Swint,Brasil,Consumer,5/23/2017,Small Box,High,Technology,Telephones and Communication,T193,Sudeste,1880,5/25/2010 0:00,Normal Air,SÃ£o Paulo,10573,0.02,0.57,239.247,27,1484.185,4.99,65.99
Vitória,Sanjit Jacobs,Brasil,Consumer,6/2/2017,Small Box,High,Technology,Peripherals,Logitech Access Keyboard,Sudeste,139,6/4/2010 0:00,Normal Air,Espírito Santo,21740,0.03,0.48,45.39,40,676.13,6.5,15.98
RibeirÃ£o Pires,Alex Grayson,Brasil,Consumer,2/14/2019,Small Box,High,Technology,Telephones and Communication,5125,Sudeste,7556,2/15/2012 0:00,Normal Air,SÃ£o Paulo,8861,0.03,0.59,1185.408,34,5634.3525,8.08,200.99
Rio de Janeiro,Chris Cortes,Brasil,Consumer,10/3/2019,Small Box,High,Technology,Office machines,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Sudeste,6546,10/5/2012 0:00,Normal Air,Rio de Janeiro,5701,0.05,0.52,5.55,13,1341.31,19.99,99.99
Vitória,Bradley Nguyen,Brasil,Consumer,4/18/2018,Small Box,High,Technology,Peripherals,"IBM Active Response Keyboard, Black",Sudeste,1905,4/18/2011 0:00,Normal Air,Espírito Santo,21133,0.05,0.67,104.51,46,1824.13,7.12,39.98
RibeirÃ£o Pires,Tony Chapman,Brasil,Consumer,5/11/2018,Small Box,High,Technology,Telephones and Communication,iDEN i95,Sudeste,7447,5/13/2011 0:00,Normal Air,SÃ£o Paulo,45431,0.05,0.59,-137.951,49,2628.047,19.99,65.99
Belo Horizonte,Elizabeth Moffitt,Brasil,Consumer,8/14/2016,Small Box,High,Technology,Telephones and Communication,2180,Sudeste,2212,8/15/2009 0:00,Normal Air,Minas Gerais,1876,0.06,0.57,32.751,15,2172.515,8.99,175.99
Vitória,Barry Gonzalez,Brasil,Consumer,10/14/2019,Small Box,High,Technology,Telephones and Communication,SC-3160,Sudeste,224,10/17/2012 0:00,Normal Air,Espírito Santo,21234,0.07,0.59,239.4,40,2135.9735,8.99,65.99
SÃ£o Paulo,Steve Nguyen,Brasil,Consumer,10/23/2019,Small Box,High,Technology,Peripherals,Gyration Ultra Cordless Optical Suite,Sudeste,5007,10/24/2012 0:00,Normal Air,SÃ£o Paulo,44136,0.1,0.46,1174.02,42,3931.17,7.18,100.97
Vitória,Scott Cohen,Brasil,Consumer,5/31/2019,Small Box,High,Technology,Telephones and Communication,6160,Sudeste,4641,6/1/2012 0:00,Normal Air,Espírito Santo,21220,0.1,0.57,-286.363,8,738.2505,2.5,115.99
RibeirÃ£o Pires,Clay Ludtke,Brasil,Consumer,5/12/2019,Small Box,High,Technology,Telephones and Communication,StarTAC Analog,Sudeste,7930,5/14/2012 0:00,Normal Air,SÃ£o Paulo,14215,0.1,0.6,317.196,45,2438.3695,8.99,65.99
Belo Horizonte,Joni Wasserman,Brasil,Consumer,5/8/2018,Small Pack,High,Technology,Peripherals,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Sudeste,7768,5/9/2011 0:00,Normal Air,Minas Gerais,1607,0,0.75,-102.25,29,184.74,4.38,5.98
RibeirÃ£o Pires,Joni Wasserman,Brasil,Consumer,5/8/2018,Small Pack,High,Technology,Telephones and Communication,Accessory29,Sudeste,7767,5/9/2011 0:00,Normal Air,SÃ£o Paulo,8817,0.02,0.83,-42.229,24,437.478,1.25,20.99
Rio de Janeiro,Craig Yedwab,Brasil,Consumer,8/17/2017,Small Pack,High,Technology,Peripherals,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Sudeste,3174,8/19/2010 0:00,Normal Air,Rio de Janeiro,5701,0.05,0.75,-116.21,34,209.12,4.38,5.98
SÃ£o Paulo,Steve Nguyen,Brasil,Consumer,9/30/2018,Small Pack,High,Technology,Peripherals,TDK 4.7GB DVD+RW,Sudeste,1910,10/2/2011 0:00,Normal Air,SÃ£o Paulo,44224,0.05,0.49,165.2,49,682.77,1.99,14.48
Cachoeira do Sul,Katherine Hughes,Brasil,Consumer,8/14/2019,Large Box,High,Technology,Copiadoras e fax,Canon PC1060 Personal Laser Copier,Sul,7171,8/15/2012 0:00,Normal Air,Rio Grande do Sul,22193,0.04,0.41,-2297.48,3,2136.93,24.49,699.99
Porto Alegre,Muhammed Yedwab,Brasil,Consumer,7/10/2016,Large Box,High,Technology,Copiadoras e fax,Canon PC1080F Personal Copier,Sul,3724,7/11/2009 0:00,Normal Air,Rio Grande do Sul,23805,0.1,0.5,5903.086,38,21956.03,24.49,599.99
Porto Alegre,Brosina Hoffman,Brasil,Consumer,10/6/2018,Medium Box,High,Technology,Office machines,Canon MP41DH Printing Calculator,Sul,2757,10/6/2011 0:00,Normal Air,Rio Grande do Sul,37922,0.07,0.38,2472.32,39,4859.37,13.99,150.98
Curitiba,Ken Lonsdale,Brasil,Consumer,11/8/2017,Medium Box,High,Technology,Office machines,Canon MP41DH Printing Calculator,Sul,1206,11/9/2010 0:00,Normal Air,ParanÃ¡,35160,0.08,0.38,2872.88,45,6688.11,13.99,150.98
MaringÃ¡,Thea Hudgings,Brasil,Consumer,8/29/2019,Medium Box,High,Technology,Office machines,TI 36X Solar Scientific Calculator,Sul,8308,8/31/2012 0:00,Normal Air,ParanÃ¡,33458,0.09,0.38,218.65,45,1008.34,6.3,23.99
MaringÃ¡,Joseph Airdo,Brasil,Consumer,7/22/2016,Small Box,High,Technology,Telephones and Communication,8890,Sul,7920,7/22/2009 0:00,Normal Air,ParanÃ¡,34698,0,0.58,1219.338,38,4008.7275,5.92,115.99
Porto Alegre,Amy Hunt,Brasil,Consumer,9/29/2016,Small Box,High,Technology,Telephones and Communication,StarTAC Analog,Sul,3767,10/1/2009 0:00,Normal Air,Rio Grande do Sul,37918,0.01,0.6,-118.8,11,642.9145,8.99,65.99
Curitiba,Natalie Webber,Brasil,Consumer,2/1/2018,Small Box,High,Technology,Telephones and Communication,5180,Sul,3064,2/3/2011 0:00,Normal Air,ParanÃ¡,32953,0.02,0.56,-301.906,2,125.273,8.99,65.99
MaringÃ¡,Natalie Webber,Brasil,Consumer,8/16/2018,Small Box,High,Technology,Peripherals,US Robotics 56K V.92 Internal PCI Faxmodem,Sul,6925,8/17/2011 0:00,Normal Air,ParanÃ¡,33142,0.04,0.45,68.23,28,1457.78,19.99,49.99
Jandaia do Sul,Thea Hudgings,Brasil,Consumer,11/4/2016,Small Box,High,Technology,Peripherals,Micro Innovations 104 Keyboard,Sul,3961,11/6/2009 0:00,Normal Air,ParanÃ¡,32216,0.06,0.64,-92.1,22,249.24,6.5,10.97
Loanda,Rick Bensley,Brasil,Consumer,11/18/2018,Small Box,High,Technology,Peripherals,Microsoft Internet Keyboard,Sul,4591,11/20/2011 0:00,Normal Air,ParanÃ¡,33566,0.07,0.77,-56.83,32,671.75,4,20.97
Florianópolis,Peter Fuller,Brasil,Consumer,7/25/2018,Small Pack,High,Technology,Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Sul,6507,7/25/2011 0:00,Normal Air,Santa Catarina,31907,0,0.4,539.57,42,1244.01,1.99,28.48
MaringÃ¡,Rick Bensley,Brasil,Consumer,4/1/2018,Small Pack,High,Technology,Peripherals,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Sul,8160,4/1/2011 0:00,Normal Air,ParanÃ¡,34759,0.02,0.44,754.1,40,1718.87,1.99,40.98
MaringÃ¡,Marc Crier,Brasil,Consumer,7/1/2016,Small Pack,High,Technology,Peripherals,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Sul,6674,7/2/2009 0:00,Normal Air,ParanÃ¡,72301,0.04,0.55,659.6,42,1967.83,1.99,45.19
Curitiba,Theresa Swint,Brasil,Consumer,5/23/2017,Small Pack,High,Technology,Peripherals,Hewlett-Packard 4.7GB DVD+R Discs,Sul,1881,5/23/2010 0:00,Normal Air,ParanÃ¡,34952,0.06,0.49,34.79,31,259.59,1.99,8.5
Jandaia do Sul,Irene Maddox,Brasil,Consumer,7/7/2018,Small Pack,High,Technology,Telephones and Communication,Accessory32,Sul,3916,7/9/2011 0:00,Normal Air,ParanÃ¡,32137,0.07,0.35,405.162,23,1028.16,1.25,55.99
Jandaia do Sul,Russell D'Ascenzo,Brasil,Consumer,4/9/2017,Wrap Bag,High,Technology,Telephones and Communication,Accessory25,Sul,4156,4/12/2010 0:00,Normal Air,ParanÃ¡,34759,0.01,0.57,19.611,15,272.8925,0.99,20.99
MaringÃ¡,Tanja Norvell,Brasil,Consumer,1/19/2018,Wrap Bag,High,Technology,Telephones and Communication,Accessory21,Sul,6998,1/21/2011 0:00,Normal Air,ParanÃ¡,34239,0.03,0.37,51.75,14,242.284,0.99,20.99
CuiabÃ¡,Joseph Airdo,Brasil,Consumer,11/21/2017,Small Box,Low,Technology,Telephones and Communication,6120,Centro-Oeste,5483,11/28/2010 0:00,Normal Air,Mato Grosso,63141,0.02,0.58,-132.528,11,618.1965,8.8,65.99
Douradina,Joni Blumstein,Brasil,Consumer,4/26/2018,Small Pack,Low,Technology,Peripherals,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Centro-Oeste,3601,4/26/2011 0:00,Normal Air,Mato Grosso do Sul,73110,0.02,0.61,-37.5,46,400.25,3.62,8.46
Goianésia,Erin Ashbrook,Brasil,Consumer,2/15/2019,Small Pack,Low,Technology,Peripherals,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Centro-Oeste,5357,2/15/2012 0:00,Normal Air,GoiÃ¡s,76106,0.03,0.44,118.4,13,542.6,1.99,40.98
Formosa,Duane Huffman,Brasil,Consumer,9/29/2017,Small Pack,Low,Technology,Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Centro-Oeste,4818,10/1/2010 0:00,Normal Air,GoiÃ¡s,78041,0.04,0.42,-62.77,4,125.7,1.99,31.78
Goianésia,Tamara Chand,Brasil,Consumer,5/3/2018,Small Pack,Low,Technology,Peripherals,BASF Silver 74 Minute CD-R,Centro-Oeste,6342,5/7/2011 0:00,Normal Air,GoiÃ¡s,77581,0.04,0.51,-23.69,17,31.68,1.99,1.7
Brasilia,Roy French,Brasil,Consumer,9/2/2018,Small Pack,Low,Technology,Telephones and Communication,Accessory31,Centro-Oeste,1241,9/11/2011 0:00,Normal Air,Mato Grosso do Sul,46321,0.05,0.35,458.982,30,932.892,0.99,35.99
Fortaleza,Chloris Kastensmidt,Brasil,Consumer,8/15/2016,Medium Box,Low,Technology,Office machines,"210 Trimline Phone, White",Nordeste,5435,8/22/2009 0:00,Normal Air,CearÃ¡,89115,0.01,0.38,-70.5222,27,451.52,11.28,15.99
Fortaleza,Carl Weiss,Brasil,Consumer,7/13/2016,Medium Box,Low,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Nordeste,8038,7/13/2009 0:00,Normal Air,CearÃ¡,89015,0.06,0.6,-122.133,34,223.499,5.03,7.99
Fortaleza,Carl Weiss,Brasil,Consumer,7/24/2018,Small Box,Low,Technology,Telephones and Communication,5170i,Nordeste,7889,7/29/2011 0:00,Normal Air,CearÃ¡,89015,0,0.57,377.622,22,2403.137,8.99,125.99
Recife,Anne McFarland,Brasil,Consumer,1/21/2018,Small Box,Low,Technology,Peripherals,Logitech Access Keyboard,Nordeste,915,1/21/2011 0:00,Normal Air,Pernambuco,94952,0.01,0.37,110.6,26,448.23,4,15.98
Feira de Santana,Shui Tom,Brasil,Consumer,5/17/2017,Small Box,Low,Technology,Telephones and Communication,6120,Nordeste,7091,5/26/2010 0:00,Normal Air,Bahia,99336,0.01,0.58,668.961,48,2832.88,8.8,65.99
Natal,Frank Merwin,Brasil,Consumer,8/19/2016,Small Box,Low,Technology,Telephones and Communication,3390,Nordeste,2652,8/26/2009 0:00,Normal Air,Rio Grande do Norte,84074,0.01,0.57,169.164,19,1133.4495,5.31,65.99
Aracaju,Roger Demir,Brasil,Consumer,11/20/2016,Small Box,Low,Technology,Peripherals,Belkin MediaBoard 104- Keyboard,Nordeste,4660,11/27/2009 0:00,Normal Air,Sergipe,83701,0.02,0.75,-96.54,3,87.21,4,27.48
Fortaleza,Carl Weiss,Brasil,Consumer,7/24/2018,Small Box,Low,Technology,Telephones and Communication,StarTAC ST7762,Nordeste,7890,7/26/2011 0:00,Normal Air,CearÃ¡,89015,0.02,0.57,1422.198,48,5138.335,8.08,125.99
Recife,Christy Brittain,Brasil,Consumer,12/6/2018,Small Box,Low,Technology,Telephones and Communication,SC7868i,Nordeste,1283,12/6/2011 0:00,Normal Air,Pernambuco,90405,0.02,0.55,900.414,31,3448.6455,8.99,125.99
Feira de Santana,Roy Phan,Brasil,Consumer,3/3/2018,Small Box,Low,Technology,Telephones and Communication,5190,Nordeste,3738,3/8/2011 0:00,Normal Air,Bahia,98146,0.03,0.59,-201.487,8,441.8045,7.69,65.99
Teresina,Valerie Takahito,Brasil,Consumer,5/4/2019,Small Box,Low,Technology,Telephones and Communication,T28 WORLD,Nordeste,5594,5/9/2012 0:00,Normal Air,Piauí,97060,0.03,0.6,-773.344,4,665.7625,8.99,195.99
Natal,Craig Leslie,Brasil,Consumer,9/28/2016,Small Box,Low,Technology,Peripherals,Microsoft Natural Multimedia Keyboard,Nordeste,1265,10/3/2009 0:00,Normal Air,Rio Grande do Norte,84067,0.04,0.73,-13.28,24,1239.81,6.5,50.98
Maceió,Cindy Chapman,Brasil,Consumer,11/25/2016,Small Box,Low,Technology,Telephones and Communication,SC7868i,Nordeste,1505,12/2/2009 0:00,Normal Air,Alagoas,85737,0.09,0.55,416.673,24,2525.9875,8.99,125.99
Recife,Joni Wasserman,Brasil,Consumer,8/27/2016,Small Box,Low,Technology,Telephones and Communication,600 Series Flip,Nordeste,1479,9/3/2009 0:00,Normal Air,Pernambuco,90503,0.09,0.57,4.752,17,1332.97,8.99,95.99
Recife,Thomas Thornton,Brasil,Consumer,6/6/2017,Small Box,Low,Technology,Telephones and Communication,T39m,Nordeste,7151,6/8/2010 0:00,Normal Air,Pernambuco,95501,0.09,0.55,1435.833,41,5144.8715,3.9,155.99
Recife,Joni Wasserman,Brasil,Consumer,8/27/2016,Small Box,Low,Technology,Office machines,"AT&T Black Trimline Phone, Model 210",Nordeste,1478,8/27/2009 0:00,Normal Air,Pernambuco,90503,0.1,0.49,-69.6435,12,190.73,9.4,15.99
Recife,Joni Wasserman,Brasil,Consumer,8/27/2016,Small Pack,Low,Technology,Peripherals,Hewlett-Packard 4.7GB DVD+R Discs,Nordeste,1477,8/31/2009 0:00,Normal Air,Pernambuco,90503,0.04,0.49,29.24,31,262.54,1.99,8.5
Recife,Joni Wasserman,Brasil,Consumer,3/5/2019,Small Pack,Low,Technology,Peripherals,Hewlett-Packard 4.7GB DVD+R Discs,Nordeste,3467,3/7/2012 0:00,Normal Air,Pernambuco,95376,0.05,0.49,51.08,44,364.4,1.99,8.5
Recife,Peter Buhler,Brasil,Consumer,1/8/2018,Small Pack,Low,Technology,Peripherals,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Nordeste,1059,1/12/2011 0:00,Normal Air,Pernambuco,93309,0.1,0.66,-139.35,34,157.56,4.93,4.89
Recife,Charles Crestani,Brasil,Consumer,2/18/2019,Small Pack,Low,Technology,Telephones and Communication,Accessory36,Nordeste,7293,2/18/2012 0:00,Normal Air,Pernambuco,93454,0.1,0.83,-300.388,2,93.3385,5,55.99
Maceió,Trudy Bell,Brasil,Consumer,4/7/2017,Wrap Bag,Low,Technology,Telephones and Communication,Accessory25,Nordeste,8108,4/11/2010 0:00,Normal Air,Alagoas,85335,0.01,0.57,216.702,39,723.3075,0.99,20.99
Recife,Jill Matthias,Brasil,Consumer,1/23/2017,Wrap Bag,Low,Technology,Telephones and Communication,Accessory34,Nordeste,1949,2/1/2010 0:00,Normal Air,Pernambuco,92653,0.06,0.55,-10.67,11,808.673,0.99,85.99
Brasilia,Ralph Knight,Brasil,Consumer,1/8/2019,Small Box,Low,Technology,Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Norte,2058,1/8/2012 0:00,Normal Air,Tocantins,60130,0.07,0.6,-21.48,15,310.87,4,20.95
Belo Horizonte,Chris Cortes,Brasil,Consumer,3/16/2017,Small Box,Low,Technology,Telephones and Communication,8260,Sudeste,6206,3/18/2010 0:00,Normal Air,Minas Gerais,6010,0,0.58,-62.326,12,714.391,8.99,65.99
Ilha Solteira,Chuck Sachs,Brasil,Consumer,8/21/2018,Small Box,Low,Technology,Telephones and Communication,ELITE Series,Sudeste,6541,8/26/2011 0:00,Normal Air,SÃ£o Paulo,7039,0.01,0.58,447.336,17,3064.658,2.79,205.99
SÃ£o Paulo,Jim Kriz,Brasil,Consumer,7/20/2017,Small Box,Low,Technology,Peripherals,Logitech Internet Navigator Keyboard,Sudeste,4496,7/24/2010 0:00,Normal Air,SÃ£o Paulo,45014,0.03,0.79,-73.77,37,1196.2,6.5,30.98
SÃ£o Paulo,Sally Hughsby,Brasil,Consumer,2/9/2019,Small Box,Low,Technology,Telephones and Communication,Accessory35,Sudeste,4163,2/14/2012 0:00,Normal Air,SÃ£o Paulo,44133,0.05,0.55,416.988,41,1274.949,1.1,35.99
SÃ£o Paulo,Harry Marie,Brasil,Consumer,11/14/2017,Small Box,Low,Technology,Peripherals,Microsoft Internet Keyboard,Sudeste,2032,11/19/2010 0:00,Normal Air,SÃ£o Paulo,19026,0.06,0.78,-148.87,28,574.99,6.5,20.97
Belo Horizonte,Elpida Rittenbach,Brasil,Consumer,1/2/2017,Small Box,Low,Technology,Telephones and Communication,iDEN i95,Sudeste,3622,1/11/2010 0:00,Normal Air,Minas Gerais,19805,0.07,0.59,-185.889,23,1288.7785,19.99,65.99
Belo Horizonte,Natalie Webber,Brasil,Consumer,2/25/2017,Small Box,Low,Technology,Telephones and Communication,i1000plus,Sudeste,1203,3/4/2010 0:00,Normal Air,Minas Gerais,6360,0.08,0.57,-78.54,14,1379.3375,4.2,125.99
SÃ£o Paulo,Alan Haines,Brasil,Consumer,12/27/2019,Small Box,Low,Technology,Telephones and Communication,5185,Sudeste,4009,12/29/2012 0:00,Normal Air,SÃ£o Paulo,14150,0.1,0.58,707.166,42,3883.4715,8.99,115.99
Vitória,Sanjit Jacobs,Brasil,Consumer,5/18/2017,Small Pack,Low,Technology,Peripherals,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Sudeste,4483,5/23/2010 0:00,Normal Air,Espírito Santo,20707,0,0.61,-35.97,38,331.53,3.62,8.46
RibeirÃ£o Pires,Sally Hughsby,Brasil,Consumer,7/21/2016,Small Pack,Low,Technology,Peripherals,"Memorex 80 Minute CD-R Spindle, 100/Pack",Sudeste,7137,7/25/2009 0:00,Normal Air,SÃ£o Paulo,44133,0.02,0.44,498.15,33,1422.31,1.99,43.98
Vitória,Bart Pistole,Brasil,Consumer,10/4/2016,Small Pack,Low,Technology,Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Sudeste,2641,10/9/2009 0:00,Normal Air,Espírito Santo,20854,0.04,0.52,10.79,24,195.83,1.99,8.33
SÃ£o Paulo,Karen Daniels,Brasil,Consumer,8/30/2017,Small Pack,Low,Technology,Peripherals,"Maxell Pro 80 Minute CD-R, 10/Pack",Sudeste,4852,9/4/2010 0:00,Normal Air,SÃ£o Paulo,45840,0.09,0.45,168.04,38,612.49,1.99,17.48
Curitiba,Victor Price,Brasil,Consumer,6/24/2019,Medium Box,Low,Technology,Office machines,Sharp EL500L Fraction Calculator,Sul,2732,6/29/2012 0:00,Normal Air,ParanÃ¡,33411,0.03,0.39,-38.2887,6,89.75,7.51,13.99
Porto Alegre,Rick Wilson,Brasil,Consumer,1/13/2018,Small Box,Low,Technology,Telephones and Communication,Accessory27,Sul,2530,1/17/2011 0:00,Normal Air,Rio Grande do Sul,27893,0,0.85,-158.235,41,1271.0475,5,35.99
Florianópolis,Neil French,Brasil,Consumer,12/26/2018,Small Box,Low,Technology,Telephones and Communication,2180,Sul,6404,12/31/2011 0:00,Normal Air,Santa Catarina,70802,0.03,0.57,-748.407,3,448.3665,8.99,175.99
Porto Alegre,James Galang,Brasil,Consumer,4/7/2019,Small Box,Low,Technology,Telephones and Communication,LX 788,Sul,3606,4/9/2012 0:00,Normal Air,Rio Grande do Sul,22204,0.04,0.58,520.002,27,3436.771,8.99,155.99
Florianópolis,Richard Eichhorn,Brasil,Consumer,12/23/2019,Small Box,Low,Technology,Peripherals,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Sul,468,12/27/2012 0:00,Normal Air,Santa Catarina,70072,0.05,0.62,-105.37,10,554.21,5.5,53.98
Porto Alegre,Janet Lee,Brasil,Consumer,6/14/2019,Small Box,Low,Technology,Telephones and Communication,Phone 918,Sul,4055,6/16/2012 0:00,Normal Air,Rio Grande do Sul,28307,0.06,0.59,750.546,27,4488.2635,5,205.99
Porto Alegre,Muhammed Yedwab,Brasil,Consumer,5/20/2019,Small Box,Low,Technology,Peripherals,Microsoft Internet Keyboard,Sul,172,5/27/2012 0:00,Normal Air,Rio Grande do Sul,22124,0.1,0.78,-112,13,269.02,6.5,20.97
Curitiba,Linda Southworth,Brasil,Consumer,1/3/2017,Small Pack,Low,Technology,Peripherals,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Sul,1235,1/5/2010 0:00,Normal Air,ParanÃ¡,32765,0.01,0.43,49.82,12,277.42,1.99,22.24
Curitiba,Mike Gockenbach,Brasil,Consumer,9/18/2017,Small Pack,Low,Technology,Peripherals,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Sul,2907,9/22/2010 0:00,Normal Air,ParanÃ¡,33024,0.01,0.43,308.12,35,801.44,1.99,22.24
Jandaia do Sul,Mike Gockenbach,Brasil,Consumer,8/28/2017,Small Pack,Low,Technology,Peripherals,Verbatim 4.7GB DVD-R,Sul,4027,8/28/2010 0:00,Normal Air,ParanÃ¡,33024,0.02,0.41,-31.24,6,195.75,1.99,33.29
